               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 176,            0.013278,           0.0039575,                   0,             0.99998,                   1,               0.995,             0.88253,            0.010145,           0.0029757,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.013228,           0.0039058,                   0,             0.99998,                   1,               0.995,             0.88351,            0.010094,           0.0029661,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.013103,           0.0038954,                   0,             0.99998,                   1,               0.995,             0.88396,            0.010043,           0.0029566,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.013033,           0.0038594,                   0,             0.99998,                   1,               0.995,             0.88494,           0.0099895,           0.0029465,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.013073,           0.0038451,                   0,             0.99998,                   1,               0.995,             0.88603,            0.009937,           0.0029362,                   0,            0.004093,            0.004093,            0.004093
                 181,             0.01283,            0.003821,                   0,             0.99998,                   1,               0.995,             0.88701,           0.0098885,           0.0029263,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.012921,           0.0038819,                   0,             0.99998,                   1,               0.995,             0.88816,           0.0098367,           0.0029165,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.012765,            0.003832,                   0,             0.99998,                   1,               0.995,             0.88913,           0.0097858,           0.0029064,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.01276,            0.003769,                   0,             0.99998,                   1,               0.995,             0.89002,           0.0097335,           0.0028964,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.012641,           0.0037842,                   0,             0.99998,                   1,               0.995,             0.89039,            0.009683,           0.0028865,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.012585,           0.0037976,                   0,             0.99998,                   1,               0.995,             0.89159,           0.0096308,           0.0028763,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.012626,           0.0037574,                   0,             0.99998,                   1,               0.995,             0.89298,           0.0095768,           0.0028658,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012482,           0.0036963,                   0,             0.99998,                   1,               0.995,             0.89365,           0.0095242,           0.0028553,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012482,           0.0037059,                   0,             0.99998,                   1,               0.995,             0.89459,           0.0094711,           0.0028447,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.012418,           0.0037049,                   0,             0.99998,                   1,               0.995,             0.89644,           0.0094136,           0.0028337,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.012297,           0.0036769,                   0,             0.99998,                   1,               0.995,             0.89726,           0.0093609,           0.0028233,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.012302,           0.0036403,                   0,             0.99998,                   1,               0.995,             0.89792,           0.0093032,           0.0028121,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.012279,             0.00373,                   0,             0.99998,                   1,               0.995,             0.89937,           0.0092476,           0.0028013,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.012085,           0.0036605,                   0,             0.99998,                   1,               0.995,             0.90009,           0.0091907,           0.0027904,                   0,            0.003631,            0.003631,            0.003631
                 195,             0.01196,           0.0036377,                   0,             0.99998,                   1,               0.995,             0.90121,           0.0091332,           0.0027792,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.011924,           0.0036002,                   0,             0.99998,                   1,               0.995,             0.90235,           0.0090757,           0.0027674,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.011924,           0.0035754,                   0,             0.99998,                   1,               0.995,             0.90344,           0.0090209,           0.0027562,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.011915,           0.0035966,                   0,             0.99998,                   1,               0.995,             0.90447,           0.0089667,           0.0027452,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.011832,           0.0035936,                   0,             0.99998,                   1,               0.995,             0.90502,           0.0089135,           0.0027341,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.01161,           0.0035391,                   0,             0.99998,                   1,               0.995,             0.90662,           0.0088563,           0.0027221,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.011638,           0.0035728,                   0,             0.99998,                   1,               0.995,             0.90724,           0.0087995,           0.0027102,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.011589,           0.0035529,                   0,             0.99998,                   1,               0.995,             0.90792,           0.0087431,           0.0026983,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.011673,           0.0035681,                   0,             0.99999,                   1,               0.995,             0.90944,           0.0086862,           0.0026868,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.011465,           0.0035086,                   0,             0.99999,                   1,               0.995,             0.91033,           0.0086287,           0.0026749,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.011561,           0.0034824,                   0,             0.99999,                   1,               0.995,             0.91103,           0.0085726,           0.0026636,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.011475,           0.0035294,                   0,             0.99999,                   1,               0.995,              0.9125,           0.0085179,           0.0026519,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.011473,           0.0034774,                   0,             0.99999,                   1,               0.995,             0.91296,           0.0084642,           0.0026406,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.011209,           0.0034506,                   0,             0.99999,                   1,               0.995,             0.91461,           0.0084112,           0.0026293,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011179,           0.0034303,                   0,             0.99999,                   1,               0.995,             0.91524,           0.0083578,           0.0026181,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.011332,            0.003419,                   0,             0.99999,                   1,               0.995,             0.91683,           0.0083042,           0.0026071,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.011175,           0.0034301,                   0,             0.99999,                   1,               0.995,              0.9175,           0.0082497,           0.0025954,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.010992,           0.0034104,                   0,             0.99999,                   1,               0.995,             0.91838,           0.0081941,           0.0025833,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.010986,           0.0033936,                   0,             0.99999,                   1,               0.995,             0.91954,           0.0081387,           0.0025711,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.011036,           0.0033621,                   0,             0.99999,                   1,               0.995,             0.92061,           0.0080873,           0.0025602,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.010861,           0.0033747,                   0,             0.99999,                   1,               0.995,             0.92139,           0.0080237,            0.002548,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.010841,           0.0033844,                   0,             0.99999,                   1,               0.995,             0.92225,           0.0079706,           0.0025365,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.010847,           0.0033496,                   0,             0.99999,                   1,               0.995,             0.92347,           0.0079187,           0.0025248,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.010782,           0.0032969,                   0,             0.99999,                   1,               0.995,             0.92433,           0.0078651,           0.0025124,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.010723,           0.0033018,                   0,             0.99999,                   1,               0.995,              0.9254,           0.0078129,           0.0025008,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.010473,           0.0032965,                   0,             0.99999,                   1,               0.995,             0.92627,           0.0077579,           0.0024885,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.010547,           0.0032499,                   0,             0.99999,                   1,               0.995,             0.92773,           0.0077044,           0.0024763,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.010464,           0.0032873,                   0,             0.99999,                   1,               0.995,             0.92873,           0.0076519,           0.0024642,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.010419,           0.0032131,                   0,             0.99999,                   1,               0.995,             0.92973,           0.0075894,            0.002452,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.010368,           0.0032589,                   0,             0.99999,                   1,               0.995,             0.93075,           0.0075383,           0.0024404,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.010211,           0.0032057,                   0,             0.99999,                   1,               0.995,              0.9313,           0.0074876,           0.0024285,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.010297,            0.003188,                   0,             0.99999,                   1,               0.995,             0.93271,            0.007437,           0.0024166,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.010146,           0.0032113,                   0,             0.99999,                   1,               0.995,              0.9335,           0.0073857,           0.0024045,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.010198,           0.0031929,                   0,             0.99999,                   1,               0.995,             0.93457,           0.0073356,           0.0023928,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.010105,           0.0031388,                   0,             0.99999,                   1,               0.995,             0.93491,            0.007278,           0.0023813,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.010104,           0.0031727,                   0,             0.99999,                   1,               0.995,             0.93612,           0.0072159,           0.0023694,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.010005,           0.0031501,                   0,             0.99999,                   1,               0.995,             0.93706,           0.0071674,           0.0023579,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0098729,           0.0030936,                   0,             0.99999,                   1,               0.995,              0.9383,           0.0071195,           0.0023464,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0099633,           0.0031229,                   0,             0.99999,                   1,               0.995,             0.93925,           0.0070717,           0.0023348,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0097071,           0.0030894,                   0,             0.99999,                   1,               0.995,             0.94017,           0.0070146,           0.0023231,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.009718,           0.0030678,                   0,             0.99999,                   1,               0.995,             0.94065,            0.006968,           0.0023116,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0096581,           0.0030834,                   0,             0.99999,                   1,               0.995,             0.94171,           0.0069099,           0.0022999,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0096176,           0.0030402,                   0,             0.99999,                   1,               0.995,             0.94241,           0.0068531,           0.0022881,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0096554,           0.0030615,                   0,             0.99999,                   1,               0.995,             0.94327,           0.0068079,           0.0022768,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0095696,           0.0030288,                   0,             0.99999,                   1,               0.995,             0.94425,           0.0067625,           0.0022654,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0094375,           0.0029837,                   0,             0.99999,                   1,               0.995,             0.94521,           0.0067169,            0.002254,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.009496,           0.0029654,                   0,             0.99999,                   1,               0.995,              0.9463,           0.0066727,           0.0022428,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0094723,           0.0030041,                   0,             0.99999,                   1,               0.995,             0.94667,           0.0066276,           0.0022316,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.009305,           0.0029596,                   0,             0.99999,                   1,               0.995,             0.94768,           0.0065846,           0.0022206,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0091764,           0.0029381,                   0,             0.99999,                   1,               0.995,             0.94842,           0.0065415,           0.0022092,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0091584,           0.0029457,                   0,             0.99999,                   1,               0.995,             0.94919,           0.0065002,           0.0021981,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0091459,           0.0029231,                   0,             0.99999,                   1,               0.995,             0.95022,           0.0064569,            0.002187,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0090583,           0.0028969,                   0,             0.99999,                   1,               0.995,             0.95071,           0.0064146,           0.0021757,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.009068,           0.0028646,                   0,             0.99999,                   1,               0.995,             0.95161,           0.0063721,           0.0021644,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.008995,            0.002894,                   0,             0.99999,                   1,               0.995,             0.95283,           0.0063292,           0.0021532,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0088027,           0.0028119,                   0,             0.99999,                   1,               0.995,             0.95391,           0.0062768,           0.0021418,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0088175,           0.0028543,                   0,             0.99999,                   1,               0.995,             0.95473,           0.0062345,            0.002131,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0087723,           0.0028381,                   0,             0.99999,                   1,               0.995,             0.95533,           0.0061916,           0.0021198,                   0,            0.001717,            0.001717,            0.001717
                 253,           0.0087796,           0.0028202,                   0,             0.99999,                   1,               0.995,             0.95619,           0.0061509,           0.0021093,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0087068,           0.0027722,                   0,             0.99999,                   1,               0.995,             0.95676,           0.0061107,           0.0020982,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0086198,           0.0028112,                   0,             0.99999,                   1,               0.995,             0.95791,           0.0060704,           0.0020873,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0085814,           0.0027728,                   0,             0.99999,                   1,               0.995,             0.95887,           0.0060289,           0.0020761,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0085009,           0.0027574,                   0,             0.99999,                   1,               0.995,             0.95927,           0.0059903,           0.0020658,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0084405,           0.0027259,                   0,             0.99999,                   1,               0.995,             0.96048,            0.005941,           0.0020549,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0083897,           0.0026913,                   0,             0.99999,                   1,               0.995,             0.96134,           0.0059019,           0.0020445,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.008269,           0.0027153,                   0,             0.99999,                   1,               0.995,             0.96197,           0.0058635,            0.002034,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0082295,           0.0026757,                   0,             0.99999,                   1,               0.995,             0.96281,           0.0058267,           0.0020236,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0082458,           0.0026858,                   0,             0.99999,                   1,               0.995,             0.96341,           0.0057898,           0.0020131,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0081529,           0.0026776,                   0,             0.99999,                   1,               0.995,             0.96492,           0.0057541,            0.002003,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0080824,            0.002682,                   0,             0.99999,                   1,               0.995,             0.96537,           0.0057181,           0.0019926,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0079281,           0.0026411,                   0,             0.99999,                   1,               0.995,             0.96636,           0.0056687,           0.0019817,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0079484,           0.0026139,                   0,             0.99999,                   1,               0.995,             0.96686,           0.0056339,           0.0019718,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0078873,           0.0026329,                   0,             0.99999,                   1,               0.995,             0.96774,           0.0055975,           0.0019616,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0078777,           0.0026044,                   0,             0.99999,                   1,               0.995,             0.96817,            0.005564,           0.0019518,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0078198,           0.0025883,                   0,             0.99999,                   1,               0.995,             0.96846,           0.0055322,           0.0019421,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0077799,           0.0025636,                   0,             0.99999,                   1,               0.995,             0.96929,           0.0054992,           0.0019321,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0076592,           0.0025411,                   0,             0.99999,                   1,               0.995,             0.96959,           0.0054658,           0.0019224,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0076782,           0.0025088,                   0,             0.99999,                   1,               0.995,             0.97032,            0.005433,           0.0019126,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0075141,           0.0024993,                   0,             0.99999,                   1,               0.995,             0.97062,           0.0054036,           0.0019031,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.007491,           0.0025373,                   0,             0.99999,                   1,               0.995,             0.97159,           0.0053741,           0.0018938,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0074344,           0.0024934,                   0,             0.99999,                   1,               0.995,             0.97189,           0.0053438,           0.0018845,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0073996,           0.0024779,                   0,             0.99999,                   1,               0.995,             0.97217,           0.0053113,            0.001875,                   0,            0.000925,            0.000925,            0.000925
                 277,             0.00743,           0.0024932,                   0,             0.99999,                   1,               0.995,             0.97306,           0.0052832,           0.0018663,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0072693,           0.0024247,                   0,             0.99999,                   1,               0.995,             0.97339,           0.0052552,           0.0018573,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0072705,           0.0024335,                   0,             0.99999,                   1,               0.995,             0.97432,           0.0052258,           0.0018481,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0071908,           0.0024541,                   0,             0.99999,                   1,               0.995,             0.97468,           0.0051976,           0.0018389,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.007093,           0.0024107,                   0,             0.99999,                   1,               0.995,             0.97495,            0.005172,           0.0018301,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0069657,           0.0023276,                   0,             0.99999,                   1,               0.995,             0.97516,           0.0051447,           0.0018213,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0070017,           0.0023634,                   0,             0.99999,                   1,               0.995,               0.976,           0.0051171,           0.0018123,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0069905,           0.0023544,                   0,             0.99999,                   1,               0.995,             0.97639,           0.0050885,            0.001803,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0068903,           0.0023185,                   0,             0.99999,                   1,               0.995,             0.97719,           0.0050613,            0.001794,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0068757,           0.0023566,                   0,             0.99999,                   1,               0.995,             0.97747,           0.0050346,           0.0017851,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0068773,           0.0023029,                   0,             0.99999,                   1,               0.995,              0.9784,           0.0050085,           0.0017763,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.006812,           0.0022884,                   0,             0.99999,                   1,               0.995,             0.97869,           0.0049839,           0.0017676,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0067537,           0.0022969,                   0,             0.99999,                   1,               0.995,             0.97899,           0.0049588,           0.0017588,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0067575,           0.0023165,                   0,             0.99999,                   1,               0.995,             0.97997,           0.0049339,           0.0017501,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0065829,           0.0022254,                   0,             0.99999,                   1,               0.995,              0.9803,           0.0049081,           0.0017415,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0065602,            0.002262,                   0,             0.99999,                   1,               0.995,             0.98071,           0.0048821,           0.0017326,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0064838,           0.0022464,                   0,             0.99999,                   1,               0.995,             0.98141,           0.0048566,           0.0017238,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0064253,           0.0022204,                   0,             0.99999,                   1,               0.995,             0.98181,           0.0048316,            0.001715,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0063504,           0.0021882,                   0,             0.99999,                   1,               0.995,              0.9825,           0.0048026,           0.0017059,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0064136,           0.0021902,                   0,             0.99999,                   1,               0.995,             0.98277,           0.0047786,           0.0016973,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.006326,           0.0021834,                   0,             0.99999,                   1,               0.995,               0.983,           0.0047552,            0.001689,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0063584,           0.0021791,                   0,             0.99999,                   1,               0.995,             0.98326,           0.0047333,           0.0016806,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0062506,            0.002132,                   0,             0.99999,                   1,               0.995,             0.98343,            0.004711,           0.0016721,                   0,            0.000166,            0.000166,            0.000166
